@relation social_media_sentiment

@attribute text string
@attribute sentiment {positive, negative, neutral}

@data
"i totally felt bad for the guy. haha im good  i miss you guys!", neutral
"Hope you get your car today   Hate anything that stops me from my work ;)", neutral
"here`s a quote for ya: jesus built a bridge with 2 boards and 3 nails.", neutral
"wish u was in the D!", positive
"_fisher Hey!! How are u??did u got my reply??", neutral
"whys your cat in pain?", negative
"I cut my thumb on a broken coffee pot.", negative
"I can`t get it to load for me.", negative
"_pax goddamn   that **** sucks *hugs*", negative
"_n_DC amendment 4.5: the right to be big pimpin? Because gotta say, a positive right at best. Man, 2nd time tonight w/ this thrd", positive
"studying for my exam tomorrow @ 2 & packin up!", neutral
"On my way to LA. Running a little bit late", negative
"lost my game  by 3 POINTS!!!!!", negative
"I loveeee cashis  ms. Jenkins is my shitttt!!!", neutral
"At The Only with  and , but not with .", neutral
"i can`t believe it...", neutral
"Ugh RUDE!..", negative
"its all over! no more high school", negative
"You`re the one getting married on me", neutral
"o iight we gonna miss you tonight", negative
"This is the last time to get it right...  hello loves....", positive
"_G  ur a poopy head", negative
"movie out today but i cant go see it", negative
"I know!! Yayy", neutral
"i went to the doctor. i hav a virus.", neutral
"Happy Birthday and cheers to PAO!!", positive
"**** IT! I want to see that movie sooo bad.  Don`t tell me anything. hehe.", neutral
"LOL that`ll teach me to blindly trust amazon search results without reading!", neutral
"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though.", positive
"_Hemmat she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t", neutral
"I now know more than I ever wanted to know about the extinction of frogs", neutral
"I don`t wanna be a **** when I go to Europe. Need to eat right but it`s so difficult", negative
"Like you`re not enjoying the hell out if it.", neutral
"<i>Waiting For Natie to come online I miss him", negative
"layenn down,uughh dunt feel well", negative
"Lucky you...my day has gone by with large amount of boredom...and a little stress. The detalis can get a bit gruesome", negative
"Changed my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~", negative
"Thank god for Starbucks", positive
"flying is falling, getting distracted and missing the ground", neutral
"I`ve had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?", positive
"My lovely husband made me breakfast in bed this morning. Who says chivalry is dead?", positive
"hehe yeah! Its funny that updating people on the random things you do is so amusing.", positive
"yes I am", neutral
"spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!", positive
"I am in total love with my Lip ring...more than all 12 of my piercings...it is my ut-most favorite", positive
"mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full", neutral
"TIGERS! WOO! YOU`RE MY BABY! omfg. cleveland was a blast. sleeping.", positive
"395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3", neutral
"poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe", neutral
"_sb I killed my furby tooo", negative
"Whn r u goin to Europe?", neutral
"A shower feels so refreshing after a long day at the fair", positive
"I LOVE music!!!  I like almost everything!!", positive
"i should have run today  but i let my slight aches be a bad excuse    i`ll make it up tomorrow go 5.5", negative
"the rain was pretty nice. I only have 150 meters of cobbles on my way here", positive
"6 freakin days!!  Just a thought...what would I have to look forward to after this?", negative
"_DJ Xmas a week early? Hehe, at least you didn`t have to do any last min shopping", neutral
"?", neutral
"Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.", neutral
"I have to wait until I get home to watch the New Moon trailer clip. Stupid work Internet access restrictions", negative
"Happy Hug Your Mom Day!! love you mom", positive
"i really wish i could make it! a 12 hr. drive just isn`t going to happen this weekend.", positive
"aww...  try to rest na lang muna... ^^", neutral
"That`s not too bad.  Good luck!", positive
"i feel sad for you elizabeth.", negative
"Hey!  Who are you closest to among all the Disney stars?  [I`m a Filipno too. D]", neutral
"Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j", negative
"says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh", positive
"My sister got a lunch date and I don`t", neutral
"He doesn`t need the shirt for that Jane...we just had to suffer another two old eps tonight", negative
"Comp. Mental Health wouldn`t take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  < ...", positive
"Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn`t make it", negative
"Watching QI on Dave - still quite bored! Not even Adam Davis can cheer me up.  And he`s quite funny.", neutral
"Excellent!  You got a name for him yet? Don`t forget to twitpic him.", positive
"you can vote once per day per computer", neutral
"Brian is teaching me soccer!! Lots of fun", positive
"I was nice!! I called you  lmao", positive
"lol - funny thing is - I don`t even know what class or even race half of the people in our group are   yes - I am THAT clueless", neutral
"What`s up yall! I made it an early night!  I think ima bout to take a shower and chill witcha! Did I miss anything?", positive
"i REALLY miss my photofiltre and photoscape  GIMP is too **** confusing", negative
"I think I`ve got invisible glass shards in my hands cause my fingers keep having painful pokey feelings", negative
"meh, almost didn`t sleep, ain`t finished anything, I`m close to cancel the Dokomi", negative
"Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!", positive
"is listening to 'La La Land' i love it", positive
"LOL!  That is just the way I was brought up.", neutral
"gonna get a tan. i am so white", negative
"hey Lonnie! I`ll be there next weekend  I can`t wait.", positive
"Well. That first tweet for today failed.  lol. Back to sleep or bacon and eggs? So hard to choose!!", negative
"Time for the hittin` the hay  Later tweeps. Ala Billy Cunningham, You are all Great Americans!", positive
"looking forward to Ben`s baseball game tonight", neutral
"is @ school, we`re gonna learn how to use skype", neutral
"Just got home from work.. My feet are killing me", negative
"i`m awake, too early for my liking on a sunday...but i`m looking at my pictures  last night was bloody awesome, there are no words...", positive
"Class until 9:30  yes on a Friday night...", neutral
"wishes he could be with that special someone....", positive
"miss my hubby already!", negative
"Im starting to rethink my 'I cant stand cold places' stance..this heat, humidity is unbearable & i cant stand the ac no more  #meltingaway", negative
"I have to go to work with out my  and", neutral
"eating halls cuz i have a sour throte", neutral
"E3? Nice! I wish i could go! make sure to take tons of pictures!!!", positive
"Good Morning everybody and happy Mothers Day!!!!", positive
"i wanna go out", neutral
"The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY", positive
"wants to eat baked tahong. It`s been a while. Really.  http://plurk.com/p/x24ke", neutral
"Wonderful! Let me know what you think. Not light reading", positive
"Noticed Wellwood has all his teeth in tonight, that`s nice", positive
"ohhhh, how sad...I didnï¿½t get it!", negative
"It started out so lovely this morning, now looks like it`s gonna chuck it down", positive
"- my son plays pitcher and catcher.  Beautiful weather this past weekend for baseball, but I am exhausted!", positive
"off to the cheese counter I go! Thanks", positive
"... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead", neutral
"is singing in the rain. Cover your ears, people", neutral
"is highly amused I wasn`t treated nicely like any other patient..not my fault my life is better than yours.", positive
"i decided it was best for me to stay in tonight lady. i shall be in pittsburgh soon!!  (FAREWELL!!!)", positive
"listening to music!! my phone just died on me  !! Can`t find my charger... my brother needs 2 stop taking mine without asking!!", negative
"So over it!", neutral
"Wow.....I`ve been stood up  Might as well go to work.", neutral
"is gutted to be at work when it is sooo nice outside", negative
"i wanna good breakfast with   school is wiggity whack!", positive
"Who out there loves the soup. I do, I do.", positive
"is  a very tired tweeter", negative
"_carter  we can`t see the video it`s private", neutral
"hmm  is following me and to think, they declined thehodge.co.uk for inclusion into there network", neutral
"When are you coming to Indianapolis  !?!?", neutral
"Oh no... that bird is back", negative
"did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown", neutral
"i like the optimism", positive
"Crossing the bridge....leaving ocean city  I`m sad.", negative
"Twitter stop being a **** and let me change my background image!  (imagine a shiny NHL ring in the background)", negative
"doesn`t want to go to work....", negative
",,, hey mom,,", neutral
"Have a great show Doug, have fun. Im sorry that I wont be there to watch you", neutral
"The city officially smells like dead fish", negative
"bored out of my mind", negative
"Algebra test in three hours!", neutral
"Is upset that he didn`t get his 24 fix tonight", negative
"Hey  'keep clear'   (robluketic live > http://ustre.am/2w5v)", neutral
"is loving life", positive
"when he`s there. he wasn`t there today. sadness!", negative
"Really nervous about my animal rights presentation next period", negative
"taking Willy to the specialist...poor dog! He has to get a CT scan cos he can`t walk properly atm", negative
"I walk to & from work...about 25 mins...think that makes it worse   Improves once indoors tho.", neutral
"This class is really long and I`m really getting hungry", negative
"Pepsi throwback, you taste so good in my belly.", positive
"http://twitpic.com/4j585 - HAHA nice, now I need an iPhone", positive
"On my way to school!", neutral
"Finally. Deleted her number from my phone contacts  #heartbreak", negative
"_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?", negative
"Summer makes me feel ugly  all the pretty people are out showin off their good genes  **** them to hell!!!", neutral
"man i just made a **** buger mmmmmmmmm  taste so **** delicious i love food, i eat my feelings lol", positive
"is sad to go to work cuz it`s TermiNeda`s last day...and little monkey`s last day too", negative
"Congrat on 4AM. I do it every day since one month.", positive
"nah the lights killed the mood now you got to get out my bed", negative
"More than welcome...would love to do more physically, but family life doesn`t allow", neutral
"gahh. my freaking lip ring is going to be the death of me. it never cooraperates with me. and im over it now jack haha;", negative
"nooo it was a real mushroom! but our neighbor uprooted it", negative
"- oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha", neutral
"I hope the young`ins enjoyed your wisdom!", positive
"Smith/Amherst mini-reunion last night was fun- how i miss the old days", neutral
"Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.", neutral
"Aha both same length, touche", positive
"**** IT!! _____________", negative
"Dang me too! It`s only a 4 hour drive! Too bad it`s my daughters 1st bday party  it`s hosted by Donnie", negative
"yay, short stack episode 20 is being recorded on tuesday", neutral
"OMG that little girl on BGT!!!!!!!!", neutral
"haha, dork  was it good, then?", neutral
"Yum! Whole box of cookies for me", positive
"and you. okaaaay", neutral
"Off to school. Who knows what to expect? Bring on life and all of it`s suprises!", neutral
"Sending love & respect to all the mommies out in the twitterverse! You all inspire me!!", positive
"AHHHH my keyboards getting worse ://my BDAY`s in 1 more day", negative
"@__Jasper_Hale__ *Laughs* that`s because I like winning", positive
"Yeah, I`ve never seen that! But, I guess I`ve never really needed it.", neutral
"Eating ice cream at swensens", neutral
"Itï¿½s a beautiful blog, but Iï¿½m not able to acess it anymore!!", neutral
"I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though.", neutral
"They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...", neutral
"could do, will the fact that its bank holiday make any difference? lemme check my money situation also", neutral
"I`m getting more and more followers... look out Ashton!", neutral
"is feeling rather lonely and broke...oh wait...I am lonely and broke.", negative
"Tomorrow`s mother`s day. I need to get all my **** together soon.. Noor left, It was fun  it`s been NINE months!", positive
"I thought there was more Fanta in my can than there was", neutral
"sounds like a plan.....yea excited now", positive
"Watching Rugrats  anndd Tweeting, of course!", neutral
"!!!!  glad you`re alright!", positive
"good luck chan! gue kmrn bawa backpack kosong, quite helping", positive
"don`t want to go!!!", negative
"i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!", negative
"Guitar lessons tomorrow. ( I have to wake up early again.", neutral
"Nope, thank God, not on Air...  It`s a REAL application, compiled code...", neutral
"Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.", neutral
"hey Bow when yu comin baxx 2 thaa 614 we miss yu hun  ...614 all day!!", negative
"i pulled a muscle in my neck this morning just feels like its getting more sore", negative
"Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan", neutral
"Yeah, I remember.  *hugs*", positive
"sadly, I don`t   hehe", negative
"I loved it! You guys are amazing!", positive
"can you follow me so I can DM you?", neutral
"see ya there", neutral
"going to bed. night", neutral
"need to leave now.. tweet laters", neutral
"is playing restaurant city.", neutral
"baaha  & healthy choice my friend! (:", positive
"don`t ya just love a free night to catch up on your DVR shows? ANTM here I come...ha ha!", positive
"Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!", neutral
"that video was funny  i`m just signing up now and i`ll vote for you!!  x", positive
"Going Outro... Peace.", neutral
"is it seven yet?", neutral
"Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That`ll learn me...", neutral
"nice song, where did it come from ?", positive
"why weren`t we invited?", neutral
"Nice action shot: http://bit.ly/m8zfx   I miss working a pole.", neutral
"O`Charleys? Pretty good. Especially when its free. Hot waitress? I think so. Back to work? Unfortunately.", positive
"I know I shouldn`t be saying this but **** it..I`m **** as hell  http://twurl.nl/8q6cjc", negative
"on youtube watching taylor on the today show wish i was there !", positive
"@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.", neutral
"I never knew", neutral
"i cant spell", negative
"Finally able to get Flight Control for my Ipod. Best game app! 123  **** choppers lol", positive
"i knew that, jus givin u a hard time hehe", neutral
"all my worms either escaped or died  bums!", neutral
"ya mine too but for very different reason", neutral
"http://twitpic.com/4wua7 - I can`t wait to see them!", positive
"she can rock a guy`s world at night, then make him pancakes the next morning!", positive
"I love my memories. It`s almost like re-reading my favourite book all over again", positive
"Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day", positive
"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn`t working, just realised it was on the lowest setting", neutral
"Hee. I love them all.", positive
"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom", negative
"Morning there.", neutral
"is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com", neutral
"At work  oh no it`s the first day of monthly visitor ahhhhhh", neutral
"Same here. But I am just going to browse SA until I get bored.", neutral
"Studying like crazy in hopes of acing all of my exams!!!!!", positive
"so happy its friday...not so happy about this rain", positive
"_sydney is he on twitter?  I know  he is into photography. Runs also popular photography blog too.", positive
"My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...", negative
"lif`s unfair....luk wat it did to ma frend...i m so hating it", negative
"computers are a great distraction-but sometimes you should be exercising to getting your chores done instead.", neutral
"i hate songs and surveys  they always seem to make me cry.", negative
"Morning all! Something for the weekend and leftover dominos. Noiiiiice", positive
"Scary!", negative
"Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.", negative
"okay...just eat cookies && not share with me lol", neutral
"Full, thanks for the food Jean  I should have brought that half of the watermelon with me and eat it on the freeway and crash and die.", positive
"Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride", positive
"Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7", negative
"Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria", positive
"it really made my night. infact, it made my weekend! well done.", positive
"Eating an apple... for once in my life!!! Thought you would like to know", neutral
"just checked my account I also paid twice", neutral
"awww i`m sorry  what kind of fish did you have?", negative
"I have a sore tummy", negative
"Tired and gunna go to bed soon!!! First time I`ve been online today!!  All ready for mother`s day tomorow", negative
"who cares its hockey", negative
"() My chick wont shut up  Will only stop chirping if i sit with the bloody thing.", negative
"I Luv Da movie Say Anything...  ? http://blip.fm/~5yroy", positive
"Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute", neutral
"haha wats this about?", neutral
"Oh come on!!! You get next week off and I get next week full of exams!", neutral
"went to see the dentist. can`t eat and im starving. really sucks.  and ist`s painful.", negative
"Thinks twitter doesn`t like me", negative
"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful...", positive
"oh men!!!!!!......I really can`t see my face........c`mon guys!!!", neutral
"I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you", positive
"Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows", neutral
"wow we r watching the outsiders  smelly english.", negative
"Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!", negative
"I haven`t seen Muffin in two whole days!", negative
"she had another song out recently but it didn`t get that much play", neutral
"perez....... The YouTube video isn`t working", neutral
"no food in the cupboards... sent mum to Tesco", neutral
"i wanna play  golf", neutral
"So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .", negative
"Theres a fricken prisnor trans outside r hotel!  3/10 so far", neutral
"I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable", positive
"You must like my song.", positive
"I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.", neutral
"Eating a dillybar from DQ! Yuuum", positive
"Re-pinging _B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie", neutral
"LoL....heeeyyy love! Not much working   and you", neutral
"New picture  bored.", negative
"check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!", neutral
"awwww this made me realize I have to take down my bulletin board too!  There`s so many memories up there.", positive
"_marie hey girl i`m sorry about your loss. best wishes", neutral
"Good luck 2 u and the babies", positive
"I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;)", neutral
"I cant sleep, but im too sore to move", negative
"Alright, I`m coming  get another spoon ;)", neutral
"~ Sorry the response to my assistant job has already been filled. Please check back soon.  I`m sure she will not last long.", negative
"Nice musli bars!", positive
"i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though", negative
"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream", negative
"Going to shawnee........I hate the long drive there...i just want to get all this paper work over with", negative
"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas & Isaac Hayes. Don`t make shows like this anymore", negative
"pfft, cydia apps ftw, code on the phone, make, reload springboard", neutral
"is MySpace mobile free? or do u have 2 have credit... cause they are liers", negative
"Other than that, you are totally bereft of faults in every way", negative
"cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone", negative
"The beer buzz is almost gone.. The world has become complicated again", negative
"_Gates am also gutted...the end is nigh  x", negative
"http://twitpic.com/4w9w6 - lol you sure love that sushi. you`ve tweeted many pictures of it.", positive
"Hello!! sounds very good, you can count on me, I follow you!!!", positive
"seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn`t a hospital", positive
"mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid", negative
"She could spend the rest of the night in her room.  At least ONE of you could be happy with a glass of wine.    #surlytween", positive
"Moving today!!  I`m so excited!", positive
"epic writing fail, ew. going to try and sleep", negative
"I was wondering....   Have a GREAT weekend!", positive
"what a bad day 1 of my close relative has died so i wont be going to florida", negative
"I hate being yelled and sworn at", negative
"Prom`s over. At denny`s now  with katie and kelly<3", neutral
"ohh, ouch", negative
"5 and a half more hours of work  I wish I had something to do..", negative
"Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo **** depressing!", negative
"My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only  .. http://twitpic.com/67hac", neutral
"My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4", negative
"We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!", neutral
"can we please?", positive
"? <---- I`m going to post this EVERYWHERE now.", neutral
"Well,  I discovered I can`t swim.  I`m out.  Sorry", negative
"i want to but i can`t call you cause i live in argentina  I really really love you mitchel! You`re AWESOME, you Rock!?", positive
"yes ma`am u do have a pretty smile. but you also won`t eat chipotle with me.", neutral
"I`m still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job", negative
"six more finals to go", neutral
"nah im pooped from moving 2day im just laying down relaxing  lol", neutral
"Well, I`ll have lemon and ranch for you. Not for me, though.", neutral
"phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit  that ain`t fair .", neutral
"lol. No new diet plan...ran late for wrk so didn`t hav a chance to make lunch. I ate a lot when I got hm!", neutral
"_Rosie  it was my name until yesterday", neutral
"Soooooo true. I don`t dare ask for something like that!", neutral
"useless tweet! LOL jk yay!!! You`re coming tmr! How long u gnna be in phils for  ?", negative
"ahhh yay! I`m getting into it. Knockin` a lot out.", positive
"Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car.", negative
"if you like those cookies, you are going to LOVE my cookies   Lars Tetens cookies that is. You coming to see us on 5/16?", positive
"nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show", positive
"if there is a tesco nearby, then go there", neutral
"he so is! <3 hence, my new forum signature!", positive
"not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.", neutral
"My uncle isn`t coming after all", neutral
"I haven`t slept this good in such a long time... I feel great.", positive
"I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!", neutral
"Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do", neutral
"Anytime! I`m off ~ I can`t match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!", positive
"Wish I could be there too!  Enjoy your weekend! ****", positive
"Thanks hon, doing great and yourself? Happy Mothers Day", positive
"i get migranes.. so .. that leaves you to either arthritis and/or gout!", negative
"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....", neutral
"I`m more upset about the fact that 2010 is the last year", negative
"Many thanks, mate", positive
"oasis or ribena? toughest decision everrr", negative
"So sorry  Definitely getting it out this weekend.", negative
"ugh back in reno", negative
"OH NO....do you think he`s lived out his lifespan?", neutral
"training again today.", neutral
"don`t have one yet  but hopefully I`ll be ponying up for one soon because this 15' is definitely hitting a wall", neutral
"i`m totally gonna have money to actually buy a pair of shoes this time", neutral
"I know right...", neutral
"I hope you had fun in Canada  don`t worry you`ll see then again this summer,", positive
"please nick, say happy birthday to me. my birthday was yesterday!", neutral
"Ahh im in love.  hes theeee best.", positive
"You gave me the inspiration for my last update.", positive
"..Get Over On His Mom & Now I Feel Horrible, He Must Think I am.  That`s Not What I Meant. Just Thought It`d Be Better Than The Brunt.", negative
"i don`t have any of that", neutral
"It`s  s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a `hi` from the twittersphere would do some good", neutral
"That gave me a great smile. Nice way to end the day. You are so right", positive
"had plans with people but they cancelled...now what to do?", negative
"_davis Are you headed to a conference?  Oh and if you`re doing the book buying ban, you can always borrow, right?", neutral
"OMG that`s really good i want to see the photos! have a nice day", positive
"The wedding couldn`t have been more perfect", positive
"Pretty sure you are hero status... You rock my socks Ms McCain.", positive
"Hey! It`s so funny - I stopped to get a coffee on the way in and spilt half of it in the car!", positive
"It`s teddy chucking time", negative
"i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour ?", neutral
"TIRED! goodnight twitter  its mother`s day  happy mother`s day  lov my moomy <3 yayy! God Bless.", negative
"My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!", neutral
"is sitting in her nan`s bathroom dying her hair for the x factor auditions tomorrow", neutral
"If only you`d come the sick one...with inflamed vocal cords", negative
"tripping through tiredness is nottt nice", negative
"I thought I was going to see a pic of your clean car", neutral
"sitting in school  sucks to be me!", negative
"Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #`s work.", negative
"thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don`t take one if I do", positive
"Lol...I am greedy. I`m craving Coldstone again.", neutral
"we`ll be back sunday to play @ the horse, I was out last night at mex you were not  miss you", negative
"Typical overcast bank holiday Monday, glad we went to the beach on Saturday", positive
"oooh harlow is so sweet", positive
"I need some free #fieldnotes because I can`t travel to North 3rd Street in Philly to buy my own.", neutral
"Is Charleston bound for the day", neutral
"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko", positive
"Tomorrow is house shopping...", neutral
"i just found a crack in my baking bowl...milk spilled everywhere", negative
"Just realized it is friday and b/c of a party I don`t get to go racing.", neutral
"Even ARNOLD couldn`t save the parks  http://bit.ly/WSM5J  - How is this providing jobs?", negative
"Frak. I like sunshine, but I do NOT like heat headaches  shame, because today was lovely otherwise.", neutral
"i cut my hand open!!!", negative
"This economy thing is getting us down. I stay positive mostly but sometimes it really gets to me. Hoping Todd gets work soon.", neutral
"Go for it!!", neutral
"_carter It says 'This video is private.', WTF????", negative
"midnight cry.. wish the person I wanted, wanted me right now", neutral
"you wish", neutral
"Haha,I just may do that,yo!", neutral
"Why is it so dark outside?", neutral
"_Smith glad the zoo was fun and you had a great mothers day hun", positive
"Home w/bae & Myka.. He`s so meann", negative
"I still have a lot of time on my stupid contract...  18 months before I can change providers", negative
"!! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC", neutral
"_life  Hey i like love iCarly it rocks.   my youtube account--> http://tinyurl.com/cf63ud", positive
"listening to dave barnes, getting really excited for junior senior", positive
"_N_Wilson C`mon, I like the superpower explanation better! LOL", positive
"Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU", negative
"legit. Legit cruise.", neutral
"rocks my world!!!! soooo funny!!!!  <3", positive
"totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed", negative
"oh ok cool will get back to you on that", neutral
"i quite like God Save Our King too", positive
"possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk", positive
"i kno i doooo!!!!!!!!!! yall partyin with out me", negative
"BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!", neutral
"woot, woot! super cool", positive
"Huh. I`ll have to try that (for no other reason then just to try it", neutral
"Watching videos on Facebook makes me feel like the biggest creep. Which I guess I am. Also, tweet #200! Woohoo!", negative
"Bye.", neutral
"OH FACK U GAVE ME POLICE THATS SOME SERIOUSE ****", negative
"Did 15 mins on expresso #cycling (3 miles) and beat my last time by 40 seconds.  Then lower body weights.  Now ready for work!", neutral
"That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am", positive
"had the BEST Italian meal EVER last night! twas godly! i thinks we may get our kitty cat today", positive
"Good morning Twitter!", positive
"just got out of prom, it was fun  off too after prom text me", positive
"Working on your birthday isn`t so bad when you get to work with Ruby on Rails", positive
"voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6", neutral
"Subhana Allah... I got scare told you i started having anxiety", negative
"I should be paying my bills and not playing on here.", neutral
"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man.", positive
"Im only failing 1 class.... Algebra 2 **** it that **** is hard!", negative
"there`s nothing wrong with having a quiet day... it gives you more time to listen", positive
": We can`t wait to see you!   This week can not go fast enough!", positive
"history project", neutral
"Ok peeps...I`m not crazy...I was twittering 2 someone but had no idea how 2 direct msg from my cell! Blonde moment!", neutral
"So stinkin` adorable!  I want to come check out the studio", positive
"found `s Spinning Top instead of outtamyleague mp3. pardon me sir. but i promise i`ll buy a copy of the cd. i`m saving up", neutral
"I have the weirdest hives all over my legs and arms. What the heck am I allergic to? It itches SO bad! Dang it!", negative
"i need a jb but i dread the fact that it will have to be retail this summer", negative
"No more tickets for today.  Having dinner with Mimcy after work, then we head home. Then again, she might get a call", neutral
"is getting ready for another makeup baseball game.  Played the same team last night & got run ruled.", neutral
"I miss Bri. COME BACK FROM QUEENSLAND, ****! I have no one to sit next to in class.  and drama is no fun without you. COME BACK, ****!", negative
"thanks everyone for praying for President Aquino.  http://plurk.com/p/rreml", positive
"i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby", negative
"wowzers! thanks! bang bang misses you on the dance floor", neutral
"Just rang the irish one. Drunk. Must confiscate phone.  hate him lots.", negative
"wow, atleast u only have three weeks...I have two months to go    Are u going away?", positive
"Bye bye edinburgh  i don`t want to leave", negative
"Peace! Good morning", positive
